dex	species	form	gender	palette	idle_atlas	walk_atlas	runtime_strip	id	columns_idle	duration_idle	columns_walk	duration_walk	cell_width	cell_height	left	top	right	bottom	anchor_x	anchor_y	reference_height	runtime_content_width	runtime_content_height	idle_sha256	walk_sha256	runtime_sha256	source_receipt	status
71	victreebel	base	none	normal	assets/pokemon-animation-cards/rc31-source-absent-seven-root-reviewed/dex-071__form-00__gender-none__palette-normal__idle-8x4.png	assets/pokemon-animation-cards/rc31-source-absent-seven-root-reviewed/dex-071__form-00__gender-none__palette-normal__walk-8x4.png	assets/pokemon-animation-cards/rc31-source-absent-seven-root-reviewed/dex-071__form-00__gender-none__palette-normal__runtime.png	rc31-original-trs-exact-absent-body-v1:pm0071_00:00:none:normal	8	2	8	1.533333420753479	256	256	17	35	239	224	128	224.71206878691478	118.28997998686052	15	16	0551b15482f0a219d77902953b6a182702f684e5edd861777b22d36768f3ac47	d57c5df674b475f58ca9d07c89d2e5add9b41fa042d690aa0714af1984a4a56e	1c6aac23cb00dab68f4b1d8bd1d6a5eed6d4ac71d9c6ef80681d31da592d5f56	assets/pokemon-animation-cards/rc31-source-absent-seven-root-reviewed/dex-071__form-00__gender-none__palette-normal__admission.json	verified-render
71	victreebel	base	none	shiny	assets/pokemon-animation-cards/rc31-source-absent-seven-root-reviewed/dex-071__form-00__gender-none__palette-shiny__idle-8x4.png	assets/pokemon-animation-cards/rc31-source-absent-seven-root-reviewed/dex-071__form-00__gender-none__palette-shiny__walk-8x4.png	assets/pokemon-animation-cards/rc31-source-absent-seven-root-reviewed/dex-071__form-00__gender-none__palette-shiny__runtime.png	rc31-original-trs-exact-absent-body-v1:pm0071_00:00:none:shiny	8	2	8	1.533333420753479	256	256	17	35	239	224	128	224.71206878691478	118.28997998686052	15	16	1eb51cb83d7dbde9b433abbff9173ad8f4d844a6c1a90f20b148b10ea6f8b24a	94cb48f4ca706448a9658989dd2d74ebe59f1a0c74db605564a5ce4cacff563b	0698c059fc14166d61faf616fcd589533c7dbd6fe3835aac50647d7bbfe178ef	assets/pokemon-animation-cards/rc31-source-absent-seven-root-reviewed/dex-071__form-00__gender-none__palette-shiny__admission.json	verified-render
83	farfetchd	base	none	normal	assets/pokemon-animation-cards/rc31-source-absent-seven-root-reviewed/dex-083__form-00__gender-none__palette-normal__idle-8x4.png	assets/pokemon-animation-cards/rc31-source-absent-seven-root-reviewed/dex-083__form-00__gender-none__palette-normal__walk-8x4.png	assets/pokemon-animation-cards/rc31-source-absent-seven-root-reviewed/dex-083__form-00__gender-none__palette-normal__runtime.png	rc31-original-trs-exact-absent-body-v1:pm0083_00:00:none:normal	8	1.6000001430511475	8	0.7000000476837158	256	256	17	43	239	217	128	205.3964464628815	159.3089978601308	15	16	94a70141e0ef45a25687b5e703f519238f932cec3551998727eb89183769671f	de4ff65043241285b5c3561eac4b5fd95eea9350bd711af0f01f5de74f4ee6ed	90b7b288184b529782d1871c62f3a02364ab3fd38c7eaabcbc5de8cb615d8c0d	assets/pokemon-animation-cards/rc31-source-absent-seven-root-reviewed/dex-083__form-00__gender-none__palette-normal__admission.json	verified-render
83	farfetchd	base	none	shiny	assets/pokemon-animation-cards/rc31-source-absent-seven-root-reviewed/dex-083__form-00__gender-none__palette-shiny__idle-8x4.png	assets/pokemon-animation-cards/rc31-source-absent-seven-root-reviewed/dex-083__form-00__gender-none__palette-shiny__walk-8x4.png	assets/pokemon-animation-cards/rc31-source-absent-seven-root-reviewed/dex-083__form-00__gender-none__palette-shiny__runtime.png	rc31-original-trs-exact-absent-body-v1:pm0083_00:00:none:shiny	8	1.6000001430511475	8	0.7000000476837158	256	256	17	43	239	217	128	205.3964464628815	159.3089978601308	15	16	3de7ff7a0e0c3b57c3cb9bb52bbad795d60d94512cb5a0dfebb1c13f94319fc7	cc9463bada63700e303ede34814751004ec6ff6dca364aead6da1cd266303d18	3397497b60c8dab2d67729568addbf58d3e642cc4537115e1295312aef48c8dc	assets/pokemon-animation-cards/rc31-source-absent-seven-root-reviewed/dex-083__form-00__gender-none__palette-shiny__admission.json	verified-render
90	shellder	base	none	normal	assets/pokemon-animation-cards/rc31-source-absent-seven-root-reviewed/dex-090__form-00__gender-none__palette-normal__idle-8x4.png	assets/pokemon-animation-cards/rc31-source-absent-seven-root-reviewed/dex-090__form-00__gender-none__palette-normal__walk-8x4.png	assets/pokemon-animation-cards/rc31-source-absent-seven-root-reviewed/dex-090__form-00__gender-none__palette-normal__runtime.png	rc31-original-trs-exact-absent-body-v1:pm0090_00:00:none:normal	8	2.6666667461395264	8	1	256	256	17	53	239	205	128	192.88452217533256	112.74451114166229	15	11	917f2b5026658ed9290274967cd334adfd89a871e7e9f758e07359e21fd6d8cd	5f328ce5a4510fd2408b2ebe2ba83208a4d207a264dbb887018b51cba6f40a19	53876500f54775ddf330fab4309dc3a8e9d2867824e232ef3ee23e5092735d7a	assets/pokemon-animation-cards/rc31-source-absent-seven-root-reviewed/dex-090__form-00__gender-none__palette-normal__admission.json	verified-render
90	shellder	base	none	shiny	assets/pokemon-animation-cards/rc31-source-absent-seven-root-reviewed/dex-090__form-00__gender-none__palette-shiny__idle-8x4.png	assets/pokemon-animation-cards/rc31-source-absent-seven-root-reviewed/dex-090__form-00__gender-none__palette-shiny__walk-8x4.png	assets/pokemon-animation-cards/rc31-source-absent-seven-root-reviewed/dex-090__form-00__gender-none__palette-shiny__runtime.png	rc31-original-trs-exact-absent-body-v1:pm0090_00:00:none:shiny	8	2.6666667461395264	8	1	256	256	17	53	239	205	128	192.88452217533256	112.74451114166229	15	11	40e172178a98224167a1adf45c1daa1ebdc8e72f9f4bc1a313efbbe18c4029e4	e2202c4d9399fd41765a523eeecde771f160aca71ad7e9c89c468e96f0b59a0c	142b78159fb457b96fa49ac2e63dff7861a98513da366a33a793afbac1624beb	assets/pokemon-animation-cards/rc31-source-absent-seven-root-reviewed/dex-090__form-00__gender-none__palette-shiny__admission.json	verified-render
96	drowzee	base	none	normal	assets/pokemon-animation-cards/rc31-source-absent-seven-root-reviewed/dex-096__form-00__gender-none__palette-normal__idle-8x4.png	assets/pokemon-animation-cards/rc31-source-absent-seven-root-reviewed/dex-096__form-00__gender-none__palette-normal__walk-8x4.png	assets/pokemon-animation-cards/rc31-source-absent-seven-root-reviewed/dex-096__form-00__gender-none__palette-normal__runtime.png	rc31-original-trs-exact-absent-body-v1:pm0096_00:00:none:normal	8	2.3333334922790527	8	1	256	256	17	33	239	227	128	215.30990536796799	182.24174752251145	15	16	02abf1f602bd6addc6a9215f98ff1108965bc5e0bca1b3f4e1b7d932ea663a04	9562e6e354bb6c81c402cb1d37ad1b161e709ff3cc6df459e81849ad490566fe	ce57f05b9ff0750d1d1f808f04918e1a24f271c5d09b567b4664242314d3c320	assets/pokemon-animation-cards/rc31-source-absent-seven-root-reviewed/dex-096__form-00__gender-none__palette-normal__admission.json	verified-render
96	drowzee	base	none	shiny	assets/pokemon-animation-cards/rc31-source-absent-seven-root-reviewed/dex-096__form-00__gender-none__palette-shiny__idle-8x4.png	assets/pokemon-animation-cards/rc31-source-absent-seven-root-reviewed/dex-096__form-00__gender-none__palette-shiny__walk-8x4.png	assets/pokemon-animation-cards/rc31-source-absent-seven-root-reviewed/dex-096__form-00__gender-none__palette-shiny__runtime.png	rc31-original-trs-exact-absent-body-v1:pm0096_00:00:none:shiny	8	2.3333334922790527	8	1	256	256	17	33	239	227	128	215.30990536796799	182.24174752251145	15	16	d43180cd2e7fa91745f5e9d7907a61c10a8e8b54720b657282b00b5e0aefeb77	e68fa995551c02cdb085908f57156f10295087c4d43af4cfc2d1c2d3d89b1c60	710b43ce22f0774b6c656d57e565a014a8fedf7849a5ce39cc0e7b7deb43c2b3	assets/pokemon-animation-cards/rc31-source-absent-seven-root-reviewed/dex-096__form-00__gender-none__palette-shiny__admission.json	verified-render
144	articuno	base	none	normal	assets/pokemon-animation-cards/rc31-birds-original-origin-root-reviewed/dex-144__form-00__gender-none__palette-normal__idle-8x4.png	assets/pokemon-animation-cards/rc31-birds-original-origin-root-reviewed/dex-144__form-00__gender-none__palette-normal__walk-8x4.png	assets/pokemon-animation-cards/rc31-birds-original-origin-root-reviewed/dex-144__form-00__gender-none__palette-normal__runtime.png	rc31-rectangle-qa-v1:pm0144_00:00:none:normal	8	1.3333333730697632	8	0.6666666865348816	384	256	15	48	368	209	192	209.0544605080513	64.25601763016694	15	16	0ab98c61dc4e35c0c2f7a8f69d8f03a123d66327469d9c0834e7be0c94a0f855	1fc2816f2ab20c51dede0a59b299702580d2734ba1c56084a509cad0cae5decd	fd59e6aef679a738f3e1abe20bc2d9dc815523ecd62bf7e646d90d068f16763a	assets/pokemon-animation-cards/rc31-birds-original-origin-root-reviewed/dex-144__form-00__gender-none__palette-normal__admission.json	verified-render
144	articuno	base	none	shiny	assets/pokemon-animation-cards/rc31-birds-original-origin-root-reviewed/dex-144__form-00__gender-none__palette-shiny__idle-8x4.png	assets/pokemon-animation-cards/rc31-birds-original-origin-root-reviewed/dex-144__form-00__gender-none__palette-shiny__walk-8x4.png	assets/pokemon-animation-cards/rc31-birds-original-origin-root-reviewed/dex-144__form-00__gender-none__palette-shiny__runtime.png	rc31-rectangle-qa-v1:pm0144_00:00:none:shiny	8	1.3333333730697632	8	0.6666666865348816	384	256	15	48	368	209	192	209.0544605080513	64.25601763016694	15	16	fa172d0e9d260c8176226af5da01e3ef8784dad2ff079f5664ec3f7f110e681f	911c0c811c6ee8148d8ccc8e7c8591b2283190f9c22b519ff650065b61cfe18b	c77a65b8d72f242cbdad41b964dee97db0d0b2af9cee3674f40b5992a247063a	assets/pokemon-animation-cards/rc31-birds-original-origin-root-reviewed/dex-144__form-00__gender-none__palette-shiny__admission.json	verified-render
145	zapdos	base	none	normal	assets/pokemon-animation-cards/rc31-birds-original-origin-root-reviewed/dex-145__form-00__gender-none__palette-normal__idle-8x4.png	assets/pokemon-animation-cards/rc31-birds-original-origin-root-reviewed/dex-145__form-00__gender-none__palette-normal__walk-8x4.png	assets/pokemon-animation-cards/rc31-birds-original-origin-root-reviewed/dex-145__form-00__gender-none__palette-normal__runtime.png	rc31-original-trs-v1:pm0145_00:00:none:normal	8	1	8	0.7000000476837158	256	256	19	25	236	233	128	235.1222424332858	103.92618887453031	15	16	77cd57ddca0d8deef7246f5630d272c5898a5d6b1e9564429f1133aea38b8bca	8bb2e0d0f26ae244c27d30611e20a6f04bc92abbef0bba3f9139510e004c88cd	f4900cfae75a21cdba6d421763f8afc4e377af85ac5e2d9d7b6cb4c04c7822a0	assets/pokemon-animation-cards/rc31-birds-original-origin-root-reviewed/dex-145__form-00__gender-none__palette-normal__admission.json	verified-render
145	zapdos	base	none	shiny	assets/pokemon-animation-cards/rc31-birds-original-origin-root-reviewed/dex-145__form-00__gender-none__palette-shiny__idle-8x4.png	assets/pokemon-animation-cards/rc31-birds-original-origin-root-reviewed/dex-145__form-00__gender-none__palette-shiny__walk-8x4.png	assets/pokemon-animation-cards/rc31-birds-original-origin-root-reviewed/dex-145__form-00__gender-none__palette-shiny__runtime.png	rc31-original-trs-v1:pm0145_00:00:none:shiny	8	1	8	0.7000000476837158	256	256	19	25	236	233	128	235.1222424332858	103.92618887453031	15	16	d560e4922a1b4775a41b3d3c48a3fa81a4ffeaedca44f13422974b470cfd1298	da9b940342a05b3ab7d0a5aa722309a482b418fd57e9761a1746b6d53b8bd10c	cad3e874b6361ee1b475b2d47a9b06b68a2b6714b36cae8fb8800ac28ba200b8	assets/pokemon-animation-cards/rc31-birds-original-origin-root-reviewed/dex-145__form-00__gender-none__palette-shiny__admission.json	verified-render
130	gyarados	base	none	normal	assets/pokemon-animation-cards/rc31-wide-body-root-reviewed/dex-130__form-00__gender-none__palette-normal__idle-8x4.png	assets/pokemon-animation-cards/rc31-wide-body-root-reviewed/dex-130__form-00__gender-none__palette-normal__walk-8x4.png	assets/pokemon-animation-cards/rc31-wide-body-root-reviewed/dex-130__form-00__gender-none__palette-normal__runtime.png	rc31-original-wide-v1:pm0130_00:00:none:normal	8	2	8	2	384	256	27	41	357	218	192	203.36527000832075	123	15	16	97cd662671edccb06df9f666752475349264adc250b3125abb746c492f974399	6681b6119e87736ec933bc7e2552ad0d5db16deb3a00404e6b879d25e08d2438	7dc10a626d07399f3acaadf944cfbfad35d162eae924b3390f9bc0e2acc9bec3	assets/pokemon-animation-cards/rc31-wide-body-root-reviewed/dex-130__form-00__gender-none__palette-normal__admission.json	verified-render
130	gyarados	base	none	shiny	assets/pokemon-animation-cards/rc31-wide-body-root-reviewed/dex-130__form-00__gender-none__palette-shiny__idle-8x4.png	assets/pokemon-animation-cards/rc31-wide-body-root-reviewed/dex-130__form-00__gender-none__palette-shiny__walk-8x4.png	assets/pokemon-animation-cards/rc31-wide-body-root-reviewed/dex-130__form-00__gender-none__palette-shiny__runtime.png	rc31-original-wide-v1:pm0130_00:00:none:shiny	8	2	8	2	384	256	27	41	357	218	192	203.36527000832075	123	15	16	1c8c622c2454137614d0757463aff0fa0af3d696515f08e135c71dc0d3648d7a	c4fb4f60493ae4b8e3a7786ab369ce0b65cebbfe51dc0d41d70e72020ae84d25	e2fca2d0e20d8aa85c14ce38ea9045e26e26cbac2de997aea391e38a144ad07c	assets/pokemon-animation-cards/rc31-wide-body-root-reviewed/dex-130__form-00__gender-none__palette-shiny__admission.json	verified-render
147	dratini	base	none	normal	assets/pokemon-animation-cards/rc31-wide-body-root-reviewed/dex-147__form-00__gender-none__palette-normal__idle-8x4.png	assets/pokemon-animation-cards/rc31-wide-body-root-reviewed/dex-147__form-00__gender-none__palette-normal__walk-8x4.png	assets/pokemon-animation-cards/rc31-wide-body-root-reviewed/dex-147__form-00__gender-none__palette-normal__runtime.png	rc31-original-wide-v1:pm0147_00:00:none:normal	8	1.6000001430511475	8	1.6000001430511475	384	256	47	16	337	236	192	225.35185024884845	137.8125	15	16	6eff349f71dc6900ad1163eabf68a9b035d0dfdc471820ab50caa32667a2d4a1	69ad5820a4be5834c6ab8201851d3fa5f2a8d9a043b2d39bbaffff1724412b76	26cc58f8d178cbc588a546062cfff0d3ad75686ed617f531956e67cf1c72281d	assets/pokemon-animation-cards/rc31-wide-body-root-reviewed/dex-147__form-00__gender-none__palette-normal__admission.json	verified-render
147	dratini	base	none	shiny	assets/pokemon-animation-cards/rc31-wide-body-root-reviewed/dex-147__form-00__gender-none__palette-shiny__idle-8x4.png	assets/pokemon-animation-cards/rc31-wide-body-root-reviewed/dex-147__form-00__gender-none__palette-shiny__walk-8x4.png	assets/pokemon-animation-cards/rc31-wide-body-root-reviewed/dex-147__form-00__gender-none__palette-shiny__runtime.png	rc31-original-wide-v1:pm0147_00:00:none:shiny	8	1.6000001430511475	8	1.6000001430511475	384	256	47	16	337	236	192	225.35185024884845	137.8125	15	16	d9ef312e95a80b5cae9f91c4f12bb12a1e2671fb9775382dd2c098440eabdbc1	c5c2efac4831f31a33fcb3392046042f624e30e367169ae8db9f3c0416999b94	aef7467a96449cfee504ef8dc57122c8b3b60007363cd6ef2732f507017280c8	assets/pokemon-animation-cards/rc31-wide-body-root-reviewed/dex-147__form-00__gender-none__palette-shiny__admission.json	verified-render
148	dragonair	base	none	normal	assets/pokemon-animation-cards/rc31-wide-body-root-reviewed/dex-148__form-00__gender-none__palette-normal__idle-8x4.png	assets/pokemon-animation-cards/rc31-wide-body-root-reviewed/dex-148__form-00__gender-none__palette-normal__walk-8x4.png	assets/pokemon-animation-cards/rc31-wide-body-root-reviewed/dex-148__form-00__gender-none__palette-normal__runtime.png	rc31-original-wide-v1:pm0148_00:00:none:normal	8	2	8	2	384	256	15	44	369	210	192	200.69673338585915	143.03571428571428	13	16	256d0a2e8c2b087082d08a22c5ac70115c0f1fbf86316db6b5c996622457c4ec	81ee7780318b04a496aac9fe1f76774d67553cfdae6e2dc2335f018f49283698	c04ca45cb5401d542f3d78d8c3b831e930eaf62c86718c890c42ed5e42368239	assets/pokemon-animation-cards/rc31-wide-body-root-reviewed/dex-148__form-00__gender-none__palette-normal__admission.json	verified-render
148	dragonair	base	none	shiny	assets/pokemon-animation-cards/rc31-wide-body-root-reviewed/dex-148__form-00__gender-none__palette-shiny__idle-8x4.png	assets/pokemon-animation-cards/rc31-wide-body-root-reviewed/dex-148__form-00__gender-none__palette-shiny__walk-8x4.png	assets/pokemon-animation-cards/rc31-wide-body-root-reviewed/dex-148__form-00__gender-none__palette-shiny__runtime.png	rc31-original-wide-v1:pm0148_00:00:none:shiny	8	2	8	2	384	256	15	44	369	210	192	200.69673338585915	143.03571428571428	13	16	ff83553006eaa3dd4a98b238ab5c8722c7682ef049d0de04fd222ed19bb908c2	b0ab71968b064256530a8b36dee05f567a38eb231b9f221d16c000bf34d05851	5b24b65012885e9137f22ddc9be5db8e6d3f074127a370744109b61f74245eab	assets/pokemon-animation-cards/rc31-wide-body-root-reviewed/dex-148__form-00__gender-none__palette-shiny__admission.json	verified-render
150	mewtwo	base	none	normal	assets/pokemon-animation-cards/rc31-wide-body-root-reviewed/dex-150__form-00__gender-none__palette-normal__idle-8x4.png	assets/pokemon-animation-cards/rc31-wide-body-root-reviewed/dex-150__form-00__gender-none__palette-normal__walk-8x4.png	assets/pokemon-animation-cards/rc31-wide-body-root-reviewed/dex-150__form-00__gender-none__palette-normal__runtime.png	rc31-original-wide-v1:pm0150_00:00:none:normal	8	3.000000238418579	8	1.5000001192092896	384	256	27	57	357	195	192	182.78509870023942	104.55128294271285	15	16	2de34ad3217bc8a99ed7b04393a926ab93f02c945e7adea61e3f583cc1daf544	ce22fa6f71eb7772e69d2401ccb9bf5be4b98edd4e911952594eed8d94cf97fe	3cd83118191bc510802e58286f8d01a9adad213509f7a2764f85d70a2f924fe1	assets/pokemon-animation-cards/rc31-wide-body-root-reviewed/dex-150__form-00__gender-none__palette-normal__admission.json	verified-render
150	mewtwo	base	none	shiny	assets/pokemon-animation-cards/rc31-wide-body-root-reviewed/dex-150__form-00__gender-none__palette-shiny__idle-8x4.png	assets/pokemon-animation-cards/rc31-wide-body-root-reviewed/dex-150__form-00__gender-none__palette-shiny__walk-8x4.png	assets/pokemon-animation-cards/rc31-wide-body-root-reviewed/dex-150__form-00__gender-none__palette-shiny__runtime.png	rc31-original-wide-v1:pm0150_00:00:none:shiny	8	3.000000238418579	8	1.5000001192092896	384	256	27	57	357	195	192	182.78509870023942	104.55128294271285	15	16	62408564a409b36bcf02eef9a2be73480a61b0fec828427f92351983e0c7f9e7	32c74144d66643119c549b1e909018b4773112c4249b85b0d0c5c39112893582	eca390ac729b525ee7b700921135fd2cdc8529eaf5c1109d9f6a4bd4bf8a3671	assets/pokemon-animation-cards/rc31-wide-body-root-reviewed/dex-150__form-00__gender-none__palette-shiny__admission.json	verified-render
151	mew	base	none	normal	assets/pokemon-animation-cards/rc31-wide-body-root-reviewed/dex-151__form-00__gender-none__palette-normal__idle-8x4.png	assets/pokemon-animation-cards/rc31-wide-body-root-reviewed/dex-151__form-00__gender-none__palette-normal__walk-8x4.png	assets/pokemon-animation-cards/rc31-wide-body-root-reviewed/dex-151__form-00__gender-none__palette-normal__runtime.png	rc31-original-wide-v1:pm0151_00:00:none:normal	8	1.6666667461395264	8	1	384	256	27	14	357	237	192	245.7123395338661	109.72489242874856	15	16	adcd4747ae5a4d3768df568a9aa09f845270c9b4c029d226ea378b6b0cf24443	30b9d43cdd84bdaf7bb0755d3b7a1a0502f10b8e16e1f90f816dd7bf85c1880d	0ac589f127b4f4289fe4a367978823e87634abc69167682f299ad4271a3e3054	assets/pokemon-animation-cards/rc31-wide-body-root-reviewed/dex-151__form-00__gender-none__palette-normal__admission.json	verified-render
151	mew	base	none	shiny	assets/pokemon-animation-cards/rc31-wide-body-root-reviewed/dex-151__form-00__gender-none__palette-shiny__idle-8x4.png	assets/pokemon-animation-cards/rc31-wide-body-root-reviewed/dex-151__form-00__gender-none__palette-shiny__walk-8x4.png	assets/pokemon-animation-cards/rc31-wide-body-root-reviewed/dex-151__form-00__gender-none__palette-shiny__runtime.png	rc31-original-wide-v1:pm0151_00:00:none:shiny	8	1.6666667461395264	8	1	384	256	27	14	357	237	192	245.7123395338661	109.72489242874856	15	16	d22e8c0393fff85f74254856aac2890d7803afb93b5451b53807ad21ff214a7c	5f602b673933def75370bed204bcc82edc77ce3ae0397d5be0e03dffd2d07be5	004cb4827baf24a705f2e8b8611f641acef11b70e10e53b20c69ba0067a3c6cf	assets/pokemon-animation-cards/rc31-wide-body-root-reviewed/dex-151__form-00__gender-none__palette-shiny__admission.json	verified-render
23	ekans	base	none	normal	assets/pokemon-animation-cards/rc31-ekans-wide-body-v1/dex-023__form-00__gender-none__palette-normal__idle-8x4.png	assets/pokemon-animation-cards/rc31-ekans-wide-body-v1/dex-023__form-00__gender-none__palette-normal__walk-8x4.png	assets/pokemon-animation-cards/rc31-ekans-wide-body-v1/dex-023__form-00__gender-none__palette-normal__runtime.png	rc31-original-trs-ekans-wide-body-v1:pm0023_00:00:none:normal	8	1.6000001430511475	8	1.3333333730697632	512	256	9	70	503	184	256	155.08767277636412	76.72787115255784	15	13	2114c1408917ab8039325d75d28bf8de27d7d8915ec78860a8d8dbf696e4da2e	5617ff74baf8e371229b7cad14da45bcea2cdfc50734ae2ffc4d439b6c90d794	8296f9f6be1258655c509eec54c06b1845811504e7e2a2ecb49891bc642d2f79	assets/pokemon-animation-cards/rc31-ekans-wide-body-v1/dex-023__form-00__gender-none__palette-normal__admission.json	verified-render
23	ekans	base	none	shiny	assets/pokemon-animation-cards/rc31-ekans-wide-body-v1/dex-023__form-00__gender-none__palette-shiny__idle-8x4.png	assets/pokemon-animation-cards/rc31-ekans-wide-body-v1/dex-023__form-00__gender-none__palette-shiny__walk-8x4.png	assets/pokemon-animation-cards/rc31-ekans-wide-body-v1/dex-023__form-00__gender-none__palette-shiny__runtime.png	rc31-original-trs-ekans-wide-body-v1:pm0023_00:00:none:shiny	8	1.6000001430511475	8	1.3333333730697632	512	256	9	70	503	184	256	155.08767277636412	76.72787115255784	15	13	e63714c9da512a5fb81134e082cf32854988bd7652ecc52e017e48a1ebbbb414	a619d00ab264978390ef832c4388c706792e924393a2507a1fa9a4ee199c8ba9	39b95e511214a4eb27018764b8510c0afbfae5889af3fb44680a428576c6995c	assets/pokemon-animation-cards/rc31-ekans-wide-body-v1/dex-023__form-00__gender-none__palette-shiny__admission.json	verified-render
89	muk	base	none	normal	assets/pokemon-animation-cards/muk-source-body-v2/dex-089__form-00__gender-none__palette-normal__idle-8x4.png	assets/pokemon-animation-cards/muk-source-body-v2/dex-089__form-00__gender-none__palette-normal__walk-8x4.png	assets/pokemon-animation-cards/muk-source-body-v2/dex-089__form-00__gender-none__palette-normal__runtime.png	rc31-original-trs-muk-source-body-v2:pm0089_00:00:none:normal	8	2.6666667461395264	8	1	256	256	17	75	239	183	128	168.7782899778759	65.44969413404053	15	11	e55d5cd37035b9bc161bb62fc5ad4bccb0493140dd327b0a54289e508a9bf35c	f9148dfe20f5983bc84df699fef9bb884479de56fac073788bde72f9022bf66e	e447d71cdc3f12082aa57450bafd61c79a2a281ee2f52b27827138dc0f6f5c1a	assets/pokemon-animation-cards/muk-source-body-v2/dex-089__form-00__gender-none__palette-normal__admission.json	verified-render
89	muk	base	none	shiny	assets/pokemon-animation-cards/muk-source-body-v2/dex-089__form-00__gender-none__palette-shiny__idle-8x4.png	assets/pokemon-animation-cards/muk-source-body-v2/dex-089__form-00__gender-none__palette-shiny__walk-8x4.png	assets/pokemon-animation-cards/muk-source-body-v2/dex-089__form-00__gender-none__palette-shiny__runtime.png	rc31-original-trs-muk-source-body-v2:pm0089_00:00:none:shiny	8	2.6666667461395264	8	1	256	256	17	75	239	183	128	168.7782899778759	65.44969413404053	15	11	45070286ab36ba1a206296e14bba25a7a6cc7ffee5b97b71f219596171534d35	a04db5ba6f2fda9d8c0a7dbe07c96c6891bcc7edc4d598c6d47e2f3fded523cd	5a99359247431f7a1d8bfa7e85b763b209040a3d3a87a8ba04b33e451645606d	assets/pokemon-animation-cards/muk-source-body-v2/dex-089__form-00__gender-none__palette-shiny__admission.json	verified-render
100	voltorb	base	none	normal	assets/pokemon-animation-cards/voltorb-original-color-v2/dex-100__form-00__gender-none__palette-normal__idle-8x4.png	assets/pokemon-animation-cards/voltorb-original-color-v2/dex-100__form-00__gender-none__palette-normal__walk-8x4.png	assets/pokemon-animation-cards/voltorb-original-color-v2/dex-100__form-00__gender-none__palette-normal__runtime.png	rc31-original-trs-exact-absent-body-v1:pm0100_00:00:none:normal	8	2	8	1.0000001192092896	256	256	17	29	239	227	128	223.4853192694485	191.88000503079405	15	15	9ffad7543f43dbe1e3e820ba2c9e72b56934dcb0c6ef5eef06bba2e1e7926967	72afbc2b827fd89c1ff571afd7ea737ae14dfc05643785dd8fbee34e45d1ac52	23c549dc541dcc935b7c8b6d45fb821f261f78bc0b0167f61af840dcdec909e0	assets/pokemon-animation-cards/voltorb-original-color-v2/dex-100__form-00__gender-none__palette-normal__admission.json	verified-render
100	voltorb	base	none	shiny	assets/pokemon-animation-cards/voltorb-original-color-v2/dex-100__form-00__gender-none__palette-shiny__idle-8x4.png	assets/pokemon-animation-cards/voltorb-original-color-v2/dex-100__form-00__gender-none__palette-shiny__walk-8x4.png	assets/pokemon-animation-cards/voltorb-original-color-v2/dex-100__form-00__gender-none__palette-shiny__runtime.png	rc31-original-trs-exact-absent-body-v1:pm0100_00:00:none:shiny	8	2	8	1.0000001192092896	256	256	17	29	239	227	128	223.4853192694485	191.88000503079405	15	15	57517b5489ba52c38167f76994cb433698e75d9fe8b1631800e85cc835214fb3	fc23e297ff683b591be6f49a3b269901e6dae79d9092edf7af3f091285276380	5121005e5569b61276e829b7cb9d8c89b27fa1243eec3bc7928b23e0bffa160c	assets/pokemon-animation-cards/voltorb-original-color-v2/dex-100__form-00__gender-none__palette-shiny__admission.json	verified-render
126	magmar	base	none	normal	assets/pokemon-animation-cards/rc31-magmar-original-rig/dex-126__form-00__gender-none__palette-normal__idle-8x4.png	assets/pokemon-animation-cards/rc31-magmar-original-rig/dex-126__form-00__gender-none__palette-normal__walk-8x4.png	assets/pokemon-animation-cards/rc31-magmar-original-rig/dex-126__form-00__gender-none__palette-normal__runtime.png	rc31-original-rig-body-v1:pm0126_00:00:none:normal	8	2	8	1	256	256	24	67	232	196	128	185.84918914498746	104.69074369636151	15	16	8c34e60e0bf1910af98bca98419752dfabfc3fa19dc88c026954a87928d31497	a4996b3c0ea6d5f7bbbc8903f83942d5fb36f1b09ede73da86957b5c380db0d5	1aeef7effb838fa89c8c2b1aa8ec44571df076b9c40349005c13669527063cfc	assets/pokemon-animation-cards/rc31-magmar-original-rig/dex-126__form-00__gender-none__palette-normal__admission.json	verified-render
126	magmar	base	none	shiny	assets/pokemon-animation-cards/rc31-magmar-original-rig/dex-126__form-00__gender-none__palette-shiny__idle-8x4.png	assets/pokemon-animation-cards/rc31-magmar-original-rig/dex-126__form-00__gender-none__palette-shiny__walk-8x4.png	assets/pokemon-animation-cards/rc31-magmar-original-rig/dex-126__form-00__gender-none__palette-shiny__runtime.png	rc31-original-rig-body-v1:pm0126_00:00:none:shiny	8	2	8	1	256	256	24	67	232	196	128	185.84918914498746	104.69074369636151	15	16	29bd95a37263a1e9f422bec985ce25ab6f998c777b7c5483b9948bc3ce8adad1	10256c3ba1931943e17b54e1f18f57f768b388f45153e206f8b7ff308be79aed	f44edbf5b7116757668f840d914afd44f2e68bb34b6182bfbdfcb2b1d5ecb31a	assets/pokemon-animation-cards/rc31-magmar-original-rig/dex-126__form-00__gender-none__palette-shiny__admission.json	verified-render
